,State,Year,Total Housing Units,House Heating Fuel: Gas,House Heating Fuel: Propane,House Heating Fuel: Electric,House Heating Fuel: Fuel Oil,House Heating Fuel: Wood,Year Built: 2010-2013,Year Built: 2000-2009,Year Built: 1990-1999,Year Built: 1980-1989,Year Built: 1970-1979,Year Built: 1960-1969,Year Built: 1950-1959,Year Built: 1940-1949,Year Built: before 1940,Units in Structure: 1 DETACHED,Units in Structure: 1 ATTACHED,Units in Structure: 2,Units in Structure: 3-4,Units in Structure: 5-9,Units in Structure: 10-19,Units in Structure: 20-49,Units in Structure: 50+,Units in Structure: Mobile Home,"Units in Structure: Boat,RV,Van,Etc.",Number of Rooms: 1,Number of Rooms: 2,Number of Rooms: 3,Number of Rooms: 4,Number of Rooms: 5,Number of Rooms: 6,Number of Rooms: 7,Number of Rooms: 8,Number of Rooms: 9+,Median Number of Rooms,Owner-Occupied,Renter-Occupied,Avg household size of owner-occupied unit,Avg household size of renter-occupied unit,Household Income: Total:,"Household Income: Less than $10,000","Household Income: $10,000 to $14,999","Household Income: $15,000 to $19,999","Household Income: $20,000 to $24,999","Household Income: $25,000 to $29,999","Household Income: $30,000 to $34,999","Household Income: $35,000 to $39,999","Household Income: $40,000 to $44,999","Household Income: $45,000 to $49,999","Household Income: $50,000 to $59,999","Household Income: $60,000 to $74,999","Household Income: $75,000 to $99,999","Household Income: $100,000 to $124,999","Household Income: $125,000 to $149,999","Household Income: $150,000 to $199,999","Household Income: $200,000 or more",Median Household Income,Total Population,Year Built: 2014 or later
2,Arizona,2011,2816719,838810,75851,1349682,1540,46446,251536,432297,587448,544199,516738,215025,170151,51049,48276,1773107,145388,39001,95704,124971,145723,75126,101125,304505,12069,55982,97566,270328,500020,634594,535790,346313,195962,180164,5.3,4146629,2052515,2.66,2.62,2344215,167536,120212,122429,129967,131150,130758,123535,123753,105895,198313,247311,289003,178804,102626,90934,81989,50752.0,6337373,
3,Arkansas,2011,1309888,472951,98475,491701,1826,51139,80421,123507,238156,213203,259579,151888,106592,61081,75461,915389,22716,40005,41273,42720,43914,15041,16394,170744,1692,16633,23471,87033,241092,353140,270468,152196,83489,82366,5.3,1931190,885845,2.55,2.43,1121386,107183,87311,80301,77519,73821,68818,63871,59096,51728,93876,104027,111126,60959,31906,27764,22080,40149.0,2895928,
4,California,2011,13631129,8330525,401917,3033438,38644,220114,565425,969601,1439356,2104767,2519509,1894809,1926133,901178,1310351,7929196,961035,348194,756077,832065,724235,671601,862476,529502,16748,406049,549675,1618719,2587629,2812643,2372195,1541729,916062,826428,5.1,20983089,15160926,2.97,2.82,12433172,660724,636825,577589,587847,566198,563745,533865,532267,476409,939540,1215885,1568927,1138924,745690,830245,858492,61632.0,36969200,
5,Colorado,2011,2197823,1444730,99873,334456,2708,38796,124397,265301,377193,329848,443164,215887,183673,66212,192148,1380181,153580,38527,75641,104967,132396,117643,95672,97867,1349,33436,73092,218947,339503,375845,327220,272837,217179,339764,5.7,3338971,1512472,2.58,2.34,1941193,122221,88005,88479,92480,92612,93774,90817,92691,80300,160585,206357,255198,171845,105900,105908,94021,57685.0,4966061,
8,Connecticut,2011,1482798,428677,38851,203362,654783,24155,36322,61357,109329,191545,202757,200353,227735,107185,346215,879393,77315,119320,131827,80575,55647,52921,72746,12642,412,26488,37414,127757,222674,276806,268628,196231,147286,179514,5.7,2489157,951401,2.66,2.25,1360115,73015,54549,56856,54471,53472,52512,50477,54322,47141,99290,132031,185459,136121,92590,100144,117665,69243.0,3558172,
6,Delaware,2011,403095,132631,36862,98995,58474,3197,28116,46244,66284,61690,53659,46496,42124,20057,38425,233510,59989,6462,10082,14881,21787,6239,11230,38808,107,3933,3945,24144,48851,70693,80174,60117,49499,61739,6.1,638504,227834,2.63,2.53,332837,18181,13868,14781,15403,15678,16581,14980,16119,13840,28672,35732,45838,31900,18389,18299,14576,59317.0,890856,
7,District of Columbia,2011,295510,163172,2789,82443,8358,55,11093,10718,8078,11910,21989,38511,45002,45570,102639,35976,76376,8517,22021,18662,32050,25678,75828,109,293,20044,22594,65140,56258,35460,30799,21736,16368,27111,4.2,251601,302811,2.26,2.04,260136,27356,12333,10217,9920,9841,9938,9829,10834,8873,17781,21415,29376,21145,14492,19450,27336,61835.0,593955,
9,Florida,2011,8944635,333615,99277,6558020,22086,15027,581806,1170761,1568269,1946909,1691721,888535,687363,213726,195545,4848083,556025,199127,342160,449185,530437,521650,635928,850108,11932,127858,197820,891174,1931703,2098415,1649700,992546,563437,491982,5.1,12620736,5648271,2.56,2.55,7140096,522672,405372,415230,425249,423774,415699,391545,377860,324780,609139,727371,817308,490081,270838,259488,263690,47827.0,18688787,
10,Georgia,2011,4063024,1489695,218390,1726907,10290,33635,315756,556155,859228,737022,603190,389502,273641,128551,199979,2690631,148225,95375,123311,206786,199177,101655,105170,390838,1856,41370,52097,260098,605076,873799,804804,535933,385097,504750,5.7,6338542,3006561,2.72,2.6,3490754,291920,199317,193170,192281,186824,193158,172930,174284,148836,287623,358774,410336,257874,146883,143147,133397,49736.0,9600612,
12,Hawaii,2011,516394,9498,5824,150719,106,2101,24800,35537,73503,81459,130027,81355,48622,20421,20670,278596,36021,15756,23366,34622,25270,30022,71754,830,157,23174,42178,76293,104456,102685,72159,43227,25077,27145,4.6,803995,500543,3.07,2.72,445513,25306,16090,15217,17018,17775,18070,17561,19668,16878,35029,47427,66455,47999,30859,29695,24466,67116.0,1346554,
11,Idaho,2011,661851,292363,31450,186521,14769,43304,55901,80897,126678,72421,131272,50396,52878,29733,61675,478989,19914,17810,31151,18910,12232,10546,9133,62066,1100,8524,15385,45243,108635,136698,113928,82349,62393,88696,5.6,1092575,428526,2.69,2.54,575497,37121,33657,33758,34111,37757,35931,32038,32016,27491,55719,63699,68945,36866,18817,14861,12710,46890.0,1549987,
13,Illinois,2011,5285389,3845337,199821,655557,13375,22766,210849,360867,558624,465256,767519,631032,705714,365944,1219584,3090686,308895,314265,359619,324642,212852,188215,341778,143164,1273,110867,112785,425241,854168,1085909,972934,650656,473193,599636,5.6,8931545,3552870,2.72,2.38,4773002,324506,225927,241648,238556,233471,228644,218757,216910,193331,385104,499519,627813,409929,246270,243765,238852,56576.0,12790182,
14,Indiana,2011,2788797,1545983,189386,633820,31122,50238,116054,232746,404380,280868,398964,322117,325888,177959,529821,2027829,94982,74815,100194,129840,104848,56767,50579,148381,562,27680,41722,183538,405217,625168,566987,378253,254380,305852,5.7,4613674,1653942,2.62,2.31,2472870,176337,138243,139400,143083,145307,147446,134834,130722,115466,220555,270962,311857,172729,92744,73020,60165,48393.0,6454254,
15,Iowa,2011,1332487,794550,166750,208428,12284,20034,57713,89044,143845,97165,201792,141103,148086,83954,369785,984662,46481,33753,46462,49889,50498,42837,23338,54339,228,13895,25950,95004,199303,248473,235133,184273,145016,185440,5.9,2237711,695764,2.51,2.11,1219137,74631,69138,68155,68363,69001,67811,65953,63265,57686,109635,140912,161980,90993,44785,36837,29992,50451.0,3032266,
16,Kansas,2011,1228959,767981,89498,219585,1406,19195,49620,85912,155585,146971,193759,125215,169011,77893,224993,896033,54113,30514,44200,47820,41134,28951,23222,62494,478,18219,22033,88718,179163,242886,217298,163394,126778,170470,5.8,1984702,766897,2.61,2.24,1104479,70867,58265,59857,62958,62882,61053,59975,58129,51823,94952,120128,139416,84484,44496,40106,35088,50594.0,2830985,
17,Kentucky,2011,1921067,676942,118292,804118,22341,45800,92761,169748,337168,258527,329437,225115,192965,98490,216856,1294884,44233,58637,75464,87129,63036,30321,27246,239226,891,21559,28437,128713,324433,457040,369931,238979,158986,192989,5.5,2985766,1204989,2.56,2.35,1681085,171893,122141,112108,106711,100332,98008,88659,85449,74507,136443,162844,183726,103383,54445,42508,37928,42248.0,4316040,
18,Louisiana,2011,1944234,636348,50670,968798,1467,12430,124397,158077,252018,306059,382802,263848,206930,107001,143102,1272113,58023,73801,82902,65716,55243,33275,41427,259268,2466,23087,39773,151815,345127,496718,390595,230898,137443,128778,5.3,3032075,1325804,2.67,2.46,1675097,165466,118274,111684,102179,97409,91589,83185,81399,70616,126034,155661,188064,114387,64542,56639,47969,44086.0,4484596,
19,Maine,2011,718914,23459,36807,25204,399569,58771,24291,48253,88045,110911,103222,54194,56002,36282,197714,500069,15912,37541,39306,28512,12197,11737,9321,64122,197,16501,24821,67689,128351,148164,126952,87282,56566,62588,5.3,984299,308705,2.46,2.05,551601,37905,35608,32939,33800,31628,31662,28468,28406,25535,48236,60999,69190,38016,19547,16662,13000,47898.0,1328543,
20,Maryland,2011,2369168,956156,69487,813918,246964,25281,97263,180737,335985,373638,357220,291375,293817,150601,288532,1224444,500227,39914,53143,121005,202101,50188,136386,41130,630,25590,40789,180439,310723,352941,405889,335444,269660,447693,6.2,3992717,1605533,2.73,2.41,2128377,106531,70539,69958,75131,77910,82726,79389,84182,75740,163425,213641,296550,225900,157853,177375,171527,72419.0,5736545,
21,Massachusetts,2011,2799357,1210137,63594,340128,851319,35379,72286,114717,205059,303375,327405,291910,321688,170835,992082,1467290,137591,295555,305293,169877,120421,113729,165048,24072,481,61535,85530,278036,436188,517121,500373,345842,259370,315362,5.5,4291125,1982574,2.67,2.16,2522409,164071,129435,109064,102932,96152,101604,93312,97160,89560,177240,239046,337712,250179,168215,183992,182735,65981.0,6512227,
22,Michigan,2011,4532215,2977901,342226,279295,71078,113710,123977,320987,580271,451788,707133,546967,703141,382495,715456,3255189,205859,124969,116979,191190,163977,92434,129697,250991,930,49419,78555,319143,656996,979163,922257,615745,412949,497988,5.7,7346199,2341014,2.61,2.31,3825182,303506,218084,220968,222623,213918,211297,198856,195678,170871,323961,391793,463228,281389,157170,139877,111963,48669.0,9920621,
23,Minnesota,2011,2339293,1415710,211061,305761,72074,52196,103457,216630,316262,302350,375300,234808,248644,117609,424233,1578212,169443,56103,49072,51198,83341,116238,148952,86120,614,32192,61909,216232,332300,376089,358041,306849,258851,396830,5.9,3977059,1165598,2.58,2.11,2094265,119898,96772,98492,95086,98847,100030,97059,99607,87582,178169,236069,298649,190176,107983,100941,88905,58476.0,5278190,
24,Mississippi,2011,1266417,352277,156141,552896,1816,18440,84765,123497,230125,201258,244444,161617,101902,51837,66972,885313,16103,28237,37998,56321,24661,11566,10501,193763,1954,10988,19079,77058,205363,346472,269276,157552,90065,90564,5.4,2032425,831356,2.65,2.61,1085062,123615,89679,80840,73543,67241,63046,58453,52390,46501,84695,99069,109100,59092,29789,25975,22034,38718.0,2956700,
25,Missouri,2011,2702890,1260322,244808,738458,7074,92298,134015,217747,393424,340292,436327,319670,297553,150323,413539,1896221,92943,96281,125883,102842,92436,51716,61588,181360,1620,32403,45148,190425,439827,614532,517427,339986,238855,284287,5.6,4178258,1604077,2.55,2.24,2354104,181836,142022,138588,140428,138906,135387,126486,123596,107730,205010,243347,280741,161399,88300,76263,64065,47202.0,5955802,
26,Montana,2011,478030,226815,50822,78824,7052,34134,24945,39607,69539,56894,90399,43250,48654,28727,76015,331709,13442,16535,21545,14999,10212,7983,6862,54301,442,10382,15562,39767,87594,97684,75104,52445,41110,58382,5.4,681243,273002,2.45,2.17,403495,28977,25774,26485,25920,25001,24656,22299,21254,19985,35533,42604,47826,25874,12812,10219,8276,45324.0,982854,
27,Nebraska,2011,793243,462317,57224,172176,5080,10429,34779,55123,91251,74645,136023,92098,82293,41800,185231,577645,29952,16097,20889,30474,37971,28291,20647,30986,291,8124,19205,64830,115786,136421,130468,108087,88335,121987,5.9,1264251,497557,2.59,2.19,715703,43938,39830,38909,41115,40317,41709,37560,36969,32374,65790,80431,94334,52974,27150,22574,19729,50695.0,1813061,
28,Nevada,2011,1160680,624504,32749,301788,7930,12995,120337,226687,315644,189728,170254,72231,37390,13760,14649,687525,55354,15227,71200,104836,69871,31360,51180,72229,1898,26634,29800,111548,210320,254978,228966,141447,82243,74744,5.3,1569907,1067632,2.69,2.64,986741,57736,40750,46571,48586,52611,52792,47824,50398,43994,88656,113127,133409,82111,49861,42671,35644,55553.0,2673396,
29,New Hampshire,2011,611916,101825,68192,39699,262737,33470,20951,44935,65652,122640,95683,56022,45865,25817,134351,389227,31228,35690,35629,29355,18492,25305,10837,36034,119,8964,14511,53641,106264,116050,108170,80068,57308,66940,5.6,974408,301714,2.61,2.13,514869,22784,20563,19548,23206,22350,22614,22705,22861,21045,41529,56434,75254,53049,33151,32118,25658,64664.0,1315911,
30,New Jersey,2011,3543967,2327840,62715,340617,420231,11205,109807,210417,313130,411279,458663,501076,567744,311486,660365,1907147,327457,335005,229746,172249,178148,138442,219344,35478,951,108324,82806,361284,529363,579947,573377,447558,377706,483602,5.7,5960713,2604737,2.81,2.45,3180854,164605,123004,126048,123902,127943,123403,116878,120542,108734,227658,299482,421305,329359,227680,259775,280536,71180.0,8753064,
31,New Mexico,2011,896228,514476,77919,109638,1047,49831,49646,82004,162249,156584,170085,92377,93848,39487,49948,577108,33589,17376,32731,26220,22866,15467,19455,150109,1307,21620,21479,69659,159109,222816,179522,110961,59103,51959,5.3,1419298,575326,2.68,2.48,762002,68990,48812,47540,50046,44535,44702,40774,38287,34417,60050,73355,85299,50466,28562,25930,20237,44631.0,2037136,
32,New York,2011,8081303,3908626,224689,653872,2173724,134125,178003,291104,491606,604173,816636,998945,1243024,730940,2726872,3400678,392846,872040,597327,430219,332979,631966,1219080,200756,3412,284908,307950,1216323,1480631,1354537,1234759,846791,619857,735547,5.1,10878438,7833011,2.75,2.4,7215687,569093,377349,361856,352219,335537,332716,304265,308675,269251,543042,690273,875786,608511,393753,421066,472295,56951.0,19302448,
33,North Carolina,2011,4286863,919701,348394,2086193,215239,77565,311760,519246,897042,719962,643839,428881,335578,177247,253308,2797820,156205,95900,119057,186435,173336,95475,56966,604286,1383,39357,59475,293431,775769,1034913,817499,522269,342369,401781,5.4,6326340,2833357,2.55,2.4,3664119,301059,232518,220391,217829,215749,215981,195173,186345,168586,306912,369001,417611,242440,136149,124300,114075,46291.0,9418736,
34,North Dakota,2011,315517,115595,38753,101662,14002,1699,15831,20026,34737,39416,68768,33857,32879,16176,53827,193577,16475,7500,11615,13349,17482,22751,8675,24031,62,4097,9730,27346,56001,56165,43917,36009,31371,50881,5.6,461448,180300,2.49,1.93,278669,20765,16255,15246,15771,15909,16614,13962,14079,12070,23462,31345,36648,20729,10416,7828,7570,49415.0,666783,
35,Ohio,2011,5119693,3092106,253422,934563,141058,85908,154123,332532,595508,459107,731872,636012,753975,353870,1102694,3505082,236810,229970,230504,243077,203574,105566,160204,203654,1252,56066,79188,345028,707475,1024292,1049688,741926,522212,593818,5.8,8015168,3203646,2.56,2.24,4554007,368410,267654,263729,262284,254393,259127,240621,231194,204865,384375,484532,550373,325409,174795,156516,125730,48071.0,11525536,
36,Oklahoma,2011,1656132,804721,116407,466576,1556,28965,88279,119329,193962,263021,341035,211117,190761,101409,147219,1212932,34081,33181,44162,63792,55583,25463,28949,156165,1824,20225,30289,123237,272600,441585,354462,199943,108453,105338,5.4,2493666,1109745,2.57,2.41,1432735,119463,94356,90907,89823,91628,84348,79215,76847,64612,123078,144250,161042,91038,47640,39282,35206,44287.0,3714520,
37,Oregon,2011,1666014,577885,25346,729618,54055,106158,91627,150640,293144,183147,333178,167696,144605,98017,203960,1063106,69586,49880,71350,75557,64306,51169,75996,140456,4608,34597,55761,136766,299008,344714,306127,205183,130555,153303,5.4,2421711,1294467,2.54,2.32,1509554,109404,82828,85525,86698,83882,85272,79033,76440,67637,128815,162056,187776,110643,62656,54458,46431,49850.0,3801991,
38,Pennsylvania,2011,5554939,2537831,178660,969160,1034922,127341,153089,268856,516770,548524,712062,558992,778526,471633,1546487,3162806,1015557,263898,235433,188482,142532,107095,201848,236410,878,83894,100368,397335,696740,928113,1231307,827926,596964,692292,6.0,9085175,3144649,2.6,2.16,4952566,347688,280290,278376,271452,264584,262402,242356,240757,212315,417107,518905,618470,385429,218497,204504,189434,51651.0,12660739,
51,Puerto Rico,2011,1500329,1178,14718,193009,300,299,26130,98867,241466,255963,359438,274708,140624,58882,44251,1013944,193910,52249,42777,60236,49967,25719,58002,3448,77,21910,51114,171310,412607,497420,209653,74484,38784,23047,4.7,2671229,1032590,3.04,2.94,1230093,359423,152681,122580,95794,80206,70655,58144,47478,38493,59615,55669,43157,20269,9489,8261,8179,19122.0,3742586,
39,Rhode Island,2011,462346,202626,8191,34097,157426,5690,9534,17766,31474,49771,54583,50606,55967,33375,159270,254338,15384,52712,60192,24524,16714,11600,22118,4645,119,8865,13241,44670,78680,102058,86474,53722,35760,38876,5.3,670812,339906,2.63,2.18,410475,31299,23949,21073,19777,18319,18683,18282,18293,15013,32276,39734,55265,36905,22482,21368,17757,55975.0,1053959,
40,South Carolina,2011,2117357,431852,91140,1174665,34896,18880,159132,250732,436761,360684,346701,208738,165043,77906,111660,1317952,52846,47955,64105,102880,72196,48037,38129,371899,1358,34407,24619,120549,362530,514862,428957,274868,172428,184137,5.5,3123197,1312926,2.55,2.47,1758732,161299,114539,111169,109908,102925,102087,95708,88704,76909,148132,174323,199795,116342,61272,51528,44092,44587.0,4575864,
41,South Dakota,2011,361057,157102,55632,81886,11204,5957,19825,30170,48753,38119,63493,32192,35312,19614,73579,248729,12437,7178,12186,13031,13058,13576,7863,32845,154,4464,9650,28420,60204,65942,54498,46219,37859,53801,5.7,555497,218561,2.54,2.2,318466,22372,18968,16685,19106,19032,20511,17054,16452,14554,29265,36642,41427,21200,9625,7829,7744,48010.0,807697,
42,Tennessee,2011,2794990,852470,121005,1408291,16752,50860,173970,277306,528107,424881,477594,320502,260528,140545,191557,1917450,88117,81819,86496,124516,104949,54538,53787,281768,1550,25879,41175,185622,462636,635980,554834,363542,238036,287286,5.6,4337373,1808298,2.56,2.38,2457997,220761,164640,160191,150929,147356,146991,134825,126896,111481,208310,246308,270248,148234,78991,71835,70001,43989.0,6297991,
43,Texas,2011,9869239,3347186,335590,4881531,11683,39617,837854,1192502,1543435,1783114,1760505,1009166,898735,405524,438404,6474738,254553,200722,312385,484908,644425,330709,400157,750356,16286,143760,269733,1023087,1684467,2204770,1857898,1129131,730083,826310,5.3,16242663,7950309,2.91,2.58,8667807,647448,477720,478837,483023,482019,467601,432492,424455,364109,702011,861729,1022013,667293,390838,387351,378868,50920.0,24774187,
45,Utah,2011,968821,747999,20787,84367,2074,11051,80707,118953,184734,132148,179958,75201,77690,39056,80374,666669,56330,29992,43990,33831,43199,32430,23270,38377,733,10390,19601,61786,139996,156178,133269,121543,112277,213781,6.2,1964631,705562,3.19,2.77,871358,42967,35136,35541,39593,40982,44323,43707,45290,40937,84507,108610,125996,76172,43388,35401,28808,57783.0,2715379,
44,Vermont,2011,321284,38655,37846,11237,128566,36468,9148,18393,36354,54820,50952,28190,20474,11371,91582,213659,11105,20620,20348,16404,6303,5913,4450,22402,80,6048,11568,27812,48559,61104,56189,42711,30472,36821,5.6,448478,151594,2.45,2.06,256711,15085,14153,13051,13927,12803,13203,13684,12534,11491,22550,30063,34969,20335,10927,9915,8021,53422.0,624958,
46,Virginia,2011,3345898,1031206,140851,1490454,228981,81601,179863,306996,541505,579460,572270,393799,325294,172375,274336,2091203,348866,55359,91408,156586,192306,66571,154662,188101,836,39958,56565,227474,484883,604781,575071,447908,367637,541621,6.0,5393525,2292107,2.64,2.43,2991025,169437,127703,125684,125506,127338,133055,129210,132908,117804,235206,302574,395278,274979,182469,203872,208002,63302.0,7926192,
47,Washington,2011,2861985,924483,87321,1368465,81984,116338,177228,265150,502879,406624,507651,289561,236429,154036,322427,1815616,101526,76527,107535,136966,149447,126064,138245,204260,5799,60592,104958,267302,469052,519937,474759,361994,260982,342409,5.5,4364627,2146782,2.6,2.32,2602568,155477,112068,115002,119457,120671,128085,121689,121937,109660,218578,284157,357494,239829,143613,136439,118412,58890.0,6652845,
48,West Virginia,2011,880962,319119,35603,296132,29928,47290,29961,49717,117394,118184,154080,85713,99264,74401,152248,626745,16280,20604,24251,24844,14244,8570,12843,132279,302,10690,12302,48496,141094,198684,183322,121122,80165,85087,5.7,1377176,420420,2.5,2.21,740080,76136,57939,55887,53044,47523,44087,38700,38763,33060,61560,69491,76185,40924,19291,15093,12397,39550.0,1846372,
49,Wisconsin,2011,2609819,1502449,248502,307361,90763,101823,101535,216702,361764,256008,395231,261128,293060,159053,565338,1732919,113851,180413,98655,123839,87288,96117,77373,99016,348,38838,57516,216832,435119,549886,474267,334999,228991,273371,5.5,4011793,1502013,2.55,2.13,2279738,135568,120369,120659,125038,123128,124807,118232,115598,105055,202642,258710,313892,182166,94074,76929,62871,52374.0,5664893,
50,Wyoming,2011,258990,133961,23938,44923,935,11907,15038,18166,31861,39796,60582,23277,25502,13111,31657,171752,9700,7133,11959,8574,5558,5055,2392,36588,279,4252,6593,19112,44741,52369,40122,31810,25589,34402,5.6,390468,150548,2.52,2.33,219628,11225,9997,10180,10638,12432,11264,10960,10384,9931,19108,25361,31675,19881,11304,8959,6329,56380.0,554697,
52,US,2011,132535275,57005523,5967026,40210665,7768197,2321122,6684622,11514062,18548500,18684059,21611027,15022347,14745897,7499184,18225577,81833755,7751143,5075359,5870149,6350880,5950132,4613248,6339550,8642210,108849,2359286,3294602,11942251,22285513,27582568,24343637,16322203,11164225,13240990,286.20000000000005,206105940,96195427,137.20000000000002,123.00999999999999,115991452,8535504,6401078,6231060,6204368,6068983,6026043,5614128,5538943,4865557,9417266,11755674,14224317,9143192,5437935,5362856,5164548,50644.5,310346358,
0,Alabama,2012,2172647,561119,148370,1095645,4621,21750,8850,337799,405782,337314,382554,263667,201810,104165,130706,1484142,37850,46656,62991,91400,67382,37403,36958,305708,2157,22790,24851,129806,334673,501567,456982,294136,194539,213303,5.7,3322135,1340193,2.58,2.44,1837576,181464,130184,122875,117349,109718,102639,95415,92278,77399,146510,175264,198770,119398,65027,56794,46492,43160.0,4777326,
1,Alaska,2012,305445,123081,3983,26455,81492,14954,1038,44063,43555,81721,77038,28769,18196,5877,5188,191030,24374,14944,20470,15027,9366,9579,4540,15711,404,16116,22587,40809,60029,56096,41901,27977,18341,21589,4.7,456991,227900,2.81,2.53,252991,9426,8856,9041,9648,9861,10767,10013,11231,9348,19525,27503,38701,28431,18207,18987,13446,69917.0,711139,
2,Arizona,2012,2841432,831780,73238,1371752,1452,46679,8279,705978,590136,541923,515822,212075,167941,51068,48210,1794080,145090,40384,96990,124573,143451,76829,104177,304585,11273,60739,95430,275663,502745,638733,533433,344571,200095,190023,5.3,4108807,2160148,2.66,2.66,2357158,174815,122529,124767,134823,131259,132278,122199,124180,106185,198115,246321,283220,178900,103875,91876,81816,50256.0,6410979,
