,State,Year,Total Housing Units,House Heating Fuel: Gas,House Heating Fuel: Propane,House Heating Fuel: Electric,House Heating Fuel: Fuel Oil,House Heating Fuel: Wood,Year Built: 2010-2013,Year Built: 2000-2009,Year Built: 1990-1999,Year Built: 1980-1989,Year Built: 1970-1979,Year Built: 1960-1969,Year Built: 1950-1959,Year Built: 1940-1949,Year Built: before 1940,Units in Structure: 1 DETACHED,Units in Structure: 1 ATTACHED,Units in Structure: 2,Units in Structure: 3-4,Units in Structure: 5-9,Units in Structure: 10-19,Units in Structure: 20-49,Units in Structure: 50+,Units in Structure: Mobile Home,"Units in Structure: Boat,RV,Van,Etc.",Number of Rooms: 1,Number of Rooms: 2,Number of Rooms: 3,Number of Rooms: 4,Number of Rooms: 5,Number of Rooms: 6,Number of Rooms: 7,Number of Rooms: 8,Number of Rooms: 9+,Median Number of Rooms,Owner-Occupied,Renter-Occupied,Avg household size of owner-occupied unit,Avg household size of renter-occupied unit,Household Income: Total:,"Household Income: Less than $10,000","Household Income: $10,000 to $14,999","Household Income: $15,000 to $19,999","Household Income: $20,000 to $24,999","Household Income: $25,000 to $29,999","Household Income: $30,000 to $34,999","Household Income: $35,000 to $39,999","Household Income: $40,000 to $44,999","Household Income: $45,000 to $49,999","Household Income: $50,000 to $59,999","Household Income: $60,000 to $74,999","Household Income: $75,000 to $99,999","Household Income: $100,000 to $124,999","Household Income: $125,000 to $149,999","Household Income: $150,000 to $199,999","Household Income: $200,000 or more",Median Household Income,Total Population,Year Built: 2014 or later
10,Georgia,2011,4103118,1423322,181946,1832835,8937,33966,423808,562657,851737,739096,586854,369094,259378,121924,188570,2715056,153118,93994,127550,209015,196273,106246,114618,384621,2627,46697,53167,260601,609711,893195,793810,548985,390696,506256,5.7,6217066,3341693,2.75,2.7,3494542,335789,216455,208015,213851,186177,197425,181650,172793,152218,285744,348850,374424,238104,137124,129279,116644,46007.0,9815210,
11,Hawaii,2011,522314,9513,5529,144192,48,2020,37579,37905,74275,86913,124606,77902,46319,19296,17519,281053,46294,15833,21395,31651,25368,29727,69887,817,289,21541,42744,79811,104501,109647,69393,42862,25261,26554,4.6,804795,527117,3.16,2.72,448563,28105,18743,14685,18198,16951,20758,18605,21660,20756,36498,48441,62686,46599,28439,26733,20706,61821.0,1374810,
12,Idaho,2011,674394,293858,29016,191360,11233,48446,75075,83319,130726,71278,126705,47192,48083,30247,61769,488706,19877,17743,35374,20445,11404,13120,9331,57131,1263,11898,17955,48869,107946,132693,113562,86388,63745,91338,5.7,1088095,467939,2.73,2.58,580193,44174,35099,41072,36326,40671,36547,33052,31149,29941,48828,61706,63348,38756,16366,13466,9692,43341.0,1584985,
13,Illinois,2011,5296209,3775580,192536,691344,11401,24902,282537,357754,554730,465517,752385,615880,704873,341787,1220746,3091053,312577,302526,374815,317635,207823,192392,357281,138814,1293,122747,115147,445286,854525,1082819,961129,648616,467525,598415,5.5,8754174,3813373,2.74,2.47,4737208,357921,237363,260311,263445,234582,236853,217764,214391,195356,381477,491894,584822,384350,220804,230168,225707,53234.0,12869259,
14,Indiana,2011,2800799,1521983,174851,667930,24780,54510,156635,232473,402646,278750,398926,317694,326261,175566,511848,2035677,98307,79539,102992,122141,107913,59231,51367,143082,550,35416,41997,177223,411073,622645,568821,374685,258009,310930,5.7,4561710,1768285,2.65,2.37,2467111,198711,152586,146084,150233,139915,151203,133621,125155,114854,221053,266429,294406,166834,84477,63886,57664,46438.0,6516922,
15,Iowa,2011,1340588,776366,164825,228200,11212,18963,82453,86458,145307,91729,197434,137799,146176,89279,363953,989797,48523,32041,48325,49192,51832,44064,24571,51840,403,16985,27541,94851,189346,249649,238063,183847,147113,193193,5.9,2230418,733779,2.53,2.18,1216765,81346,72377,66215,69428,69576,71627,64544,66110,52908,109101,137759,154402,90237,42479,38640,30016,49427.0,3062309,
16,Kansas,2011,1237738,741873,85669,245189,1143,20305,68531,89629,158854,146253,193745,123453,164148,75640,217485,893982,57675,33099,42950,48718,44380,31536,23907,61207,284,26622,25714,85911,177835,241018,212177,164434,126205,177822,5.8,1972667,819476,2.64,2.31,1101701,74506,59592,62773,65124,65745,62160,58238,61114,51095,93852,118001,135901,83673,41177,36337,32413,48964.0,2871238,
17,Kentucky,2011,1932731,653976,111448,824169,20656,48585,136228,178597,322450,260597,321024,220624,187839,92398,212974,1289031,45199,62195,83510,85646,59391,32745,29634,244606,774,25686,29838,136492,323173,445578,373062,234052,160754,204096,5.5,2995477,1248000,2.6,2.4,1672134,180812,126759,115751,108914,97380,97723,86659,85075,79416,128777,162124,171277,99885,54005,40266,37311,41141.0,4369356,
18,Louisiana,2011,1978974,600835,46531,1037631,759,11052,182301,161961,256684,302207,372404,253197,200992,109169,140059,1272327,67019,75180,84750,62421,60429,38783,43270,272937,1858,24449,35892,157804,364116,501526,393753,234098,135583,131753,5.3,3026892,1420512,2.68,2.49,1702030,193376,130709,117722,103755,99814,93632,81199,77024,69883,115789,155298,187525,116075,60090,54727,45412,41734.0,4574836,
19,Maine,2011,725650,27427,42224,24723,379409,68055,36809,56486,88911,110384,102454,52438,58900,33790,185478,502022,16079,37433,39521,26667,13630,13353,9546,67179,220,18396,26761,66907,127614,150594,125537,84683,59010,66148,5.3,963187,329456,2.46,2.05,552051,40846,39835,33754,38747,33940,29058,27166,26463,26094,45022,56104,69582,37947,18364,15850,13279,46033.0,1328188,
20,Maryland,2011,2391508,941650,66964,856488,223651,28097,130120,176684,331167,384267,351877,278622,295080,147024,296667,1229850,508563,35135,49618,120985,202836,55434,146658,41656,773,28777,35163,183240,322925,348961,411799,340860,268997,450786,6.2,3963309,1726593,2.76,2.48,2134517,117652,79779,78803,82538,73859,89582,76180,83309,74044,168596,212230,284564,221621,154135,170100,167525,70004.0,5828289,
21,Massachusetts,2011,2819028,1242643,65582,354007,806422,40356,104666,117581,202665,295614,326882,293682,326003,170144,981791,1463253,139039,300093,308668,169377,125055,117035,171814,24294,400,72485,78996,295662,439375,520737,496266,346694,251465,317348,5.5,4233999,2115093,2.69,2.21,2532067,177049,133149,117973,114713,101853,105281,96080,97818,90954,174021,238563,319552,243271,157806,182361,181623,62859.0,6587536,
22,Michigan,2011,4525654,2921386,330972,296289,55621,125518,168214,319961,580791,449484,691913,551778,708476,368881,686156,3249245,203734,118013,117982,190285,154922,99862,137620,253248,743,60027,81732,315051,660773,949316,908811,624937,419679,505328,5.7,7117399,2529719,2.63,2.37,3772433,328207,235932,234942,237362,210735,217325,195262,191633,163880,309596,379248,433940,265984,136224,128206,103957,45981.0,9876187,
23,Minnesota,2011,2354075,1398239,209605,335268,61157,54503,140419,217016,316279,308703,370246,234677,242468,111288,412979,1586650,173615,53847,49894,50900,81518,115370,155948,85388,945,37411,64545,218677,332129,375759,353583,305416,255951,410604,5.9,3953068,1256399,2.59,2.2,2096477,132710,97733,101511,100892,99946,99330,97257,99404,89073,177706,238934,286361,188459,106611,96426,84124,56954.0,5344861,
24,Mississippi,2011,1281760,330395,136201,591471,1796,17645,121878,125250,224818,198494,242672,156150,101926,46184,64388,891315,15759,28506,38847,53721,28955,14722,12610,196405,920,15213,18674,76584,198953,353629,259683,168488,94842,95694,5.4,2012547,874002,2.67,2.68,1080991,131206,88715,83907,75374,67515,67027,62271,52351,46502,81701,97213,102581,53866,26280,24260,20222,36919.0,2978512,
25,Missouri,2011,2723449,1220931,226158,781226,6310,95401,189914,223384,384967,333277,425360,322914,302320,151093,390220,1907384,93873,95720,128572,106524,92504,58709,65768,172694,1701,38491,43824,192540,451979,621157,510632,335319,236352,293155,5.5,4114073,1722581,2.58,2.3,2341074,195538,145096,146065,146383,136178,137112,128024,130340,105493,205506,227941,266329,150184,83644,74843,62398,45247.0,6010688,
26,Montana,2011,489183,223151,48919,85153,6439,35469,36643,48151,63284,56518,86772,45405,49603,28248,74559,340535,15625,17570,20638,13745,10710,8140,8184,53295,741,11596,19277,41750,87304,98213,77081,52826,41041,60095,5.4,682470,286880,2.49,2.21,404250,28973,28683,25981,27976,26372,22900,22217,22070,22033,35308,42403,46199,23497,12530,9173,7935,44222.0,998199,
27,Nebraska,2011,801182,462089,56743,182958,4455,9141,50203,53894,91387,75406,134576,90370,83673,37158,184515,577176,34095,15841,19697,29943,39826,33129,21828,29456,191,10442,20936,65074,117688,137310,131056,103032,86503,129141,5.9,1255793,535683,2.59,2.24,723800,50666,39013,39080,44154,38650,41691,37657,37010,31669,64625,78971,92823,54998,26251,24195,22347,50296.0,1842641,
28,Nevada,2011,1183917,605079,28705,320235,6691,13633,147953,238783,309567,175875,176775,66984,37909,15049,15022,686328,55845,14997,76128,108768,67848,36667,63465,73005,866,32584,33978,124110,214687,273223,211725,140859,81634,71117,5.2,1510276,1176892,2.73,2.74,982352,69655,50769,54029,56580,56713,55812,50867,56285,48784,86302,101642,114969,73625,40032,35672,30616,48927.0,2723322,
29,New Hampshire,2011,617702,100958,74416,40613,252159,37084,29449,49745,65023,123413,92094,55018,43413,24998,134549,394279,31500,36596,36253,27349,18768,26009,11479,35311,158,11040,15469,54009,105979,117987,110950,80059,56874,65335,5.5,961551,316539,2.61,2.15,516454,25493,23092,20552,24450,24413,24861,23767,21072,20521,37106,57078,73434,52868,32056,30591,25100,62647.0,1318194,
30,New Jersey,2011,3562720,2342608,58315,360855,376568,11869,146974,215012,311047,401599,451439,498470,566335,308848,662996,1905248,331238,342340,230680,166864,173648,147092,228433,36161,1016,120010,79276,364005,544018,582141,569501,435183,380057,488529,5.7,5830604,2804314,2.83,2.53,3167629,179218,127060,141349,136966,127193,132293,119849,123769,112045,222046,296724,406736,315313,214437,249450,263181,67458.0,8821155,
31,New Mexico,2011,908168,519168,68149,118622,651,49063,68441,82664,154866,157989,169971,91987,94080,40138,48032,577532,33627,18912,32929,27086,24788,14289,21642,155801,1562,24491,22467,73493,165550,221564,178199,110005,55670,56729,5.3,1426098,613494,2.73,2.51,767285,79714,53506,51072,53694,46516,42406,40501,37369,34180,57432,70952,79354,48547,26316,24990,20736,41963.0,2082224,
32,New York,2011,8119804,4014222,222634,707016,1979067,143287,276598,311839,498243,597608,810770,1028775,1222949,693504,2679518,3401598,395171,871962,609504,430641,324432,626366,1255524,200668,3938,305994,300541,1252169,1500704,1361368,1207906,843470,606564,741088,5.0,10641766,8237759,2.76,2.47,7187938,603597,397675,383559,378349,332276,331601,300290,308262,258054,523935,683974,856183,597837,364807,413475,454064,55246.0,19465197,
33,North Carolina,2011,4362956,913246,316541,2181593,176758,78065,422513,526376,889122,700318,634561,432900,335761,175281,246124,2854195,150617,103984,123549,193089,170051,100117,68312,597833,1209,56591,61324,306140,766769,1045832,811882,539820,345077,429521,5.4,6311937,3087199,2.58,2.5,3683364,323107,251356,236068,236953,225042,223253,188391,192080,163757,301496,359417,387130,236251,132051,121277,105735,43916.0,9656401,
34,North Dakota,2011,320888,116695,38371,107612,11884,1774,24526,19896,35689,37788,66327,34401,32514,17460,52287,198041,17785,7264,10739,11493,17290,24225,8611,25247,193,4352,9234,29055,55896,59378,43470,36265,30829,52409,5.6,465342,193534,2.5,1.99,283440,21846,15118,13701,18020,13302,15624,14409,14013,11745,23417,31504,37889,24309,10874,8394,9275,51704.0,683932,
35,Ohio,2011,5133528,3047262,239213,988313,127981,89761,215800,330986,587187,462090,716477,656552,742340,343373,1078723,3494954,238146,222022,236804,243739,205361,115696,169174,205826,1806,68621,75771,353039,709020,1023520,1048500,730925,521465,602667,5.8,7801083,3437563,2.57,2.29,4538555,400735,291820,274607,279980,259494,264990,237756,228187,196200,376000,476281,512708,307929,163836,149240,118792,45749.0,11544951,
36,Oklahoma,2011,1674724,787024,110279,504418,1803,26159,133092,128523,192887,257410,324699,209365,186302,101005,141441,1220117,36709,34039,39342,62423,58154,28498,28686,164040,2716,23687,32647,121497,271701,441038,354715,206191,112113,111135,5.4,2505605,1175958,2.59,2.47,1442731,125959,101762,94108,93533,91535,86012,75701,75003,69107,120509,142838,157013,92549,46388,36182,34532,43225.0,3791508,
37,Oregon,2011,1684244,579429,24758,743350,45312,108177,123172,148003,297207,183208,327003,160652,141395,101273,202331,1080568,72707,46675,69113,74534,62391,53102,85280,134961,4913,37151,60066,140231,299361,355459,306984,202288,126026,156678,5.4,2336361,1448853,2.53,2.44,1516979,126091,90273,89476,93930,82950,88337,84462,77940,66273,123506,165293,178850,102162,54495,49544,43397,46816.0,3871859,
38,Pennsylvania,2011,5579394,2516883,178387,1019764,973749,137625,211121,280543,512990,543230,721041,554370,763303,466490,1526306,3165605,1028359,257791,233790,196081,139949,112701,211130,233071,917,102842,92587,413703,688998,925094,1239027,819069,591647,706427,6.0,8985634,3323846,2.62,2.21,4937333,366467,294878,287415,286757,268450,255357,243713,243043,211310,417056,512229,589712,371491,206690,198065,184700,50228.0,12742886,
51,Puerto Rico,2011,1567959,1077,12025,196343,364,407,66770,143035,252136,258775,350826,265322,136314,56593,38188,1057534,187754,61942,51290,68348,50540,27028,59036,4410,77,28579,57945,174753,419112,520821,220100,78515,42589,25545,4.7,2588214,1080521,2.95,2.85,1256151,372186,154338,131615,104137,78016,75113,56598,46717,38320,59335,56587,39391,18704,10015,8626,6453,18660.0,3706690,
39,Rhode Island,2011,464741,209106,7816,34511,151784,5860,12789,18439,30697,46341,53839,51481,58323,34599,158233,251987,17000,55281,57234,24654,16762,13125,24126,4526,46,10147,13094,46173,78370,102118,89700,54360,35937,34842,5.3,646021,362618,2.59,2.23,412259,33299,25369,22508,20893,18907,19119,17675,19064,15838,31394,40578,50678,37994,20748,21863,16332,53636.0,1051302,
40,South Carolina,2011,2157063,419203,80666,1212210,27260,21253,209727,260105,436873,357133,340566,209820,164633,72215,105991,1347078,56354,46488,61790,97984,76058,58491,46461,365454,905,42959,29042,134312,355955,514235,424108,278250,181248,196954,5.5,3150056,1390007,2.57,2.55,1768834,171594,126149,118904,114098,108796,100622,97580,89640,76224,150086,171303,181831,112965,59441,49613,39988,42367.0,4679230,
41,South Dakota,2011,366521,156765,55101,89439,10902,5408,29976,30766,48385,35621,63935,32754,35745,19134,70205,249760,14439,6082,12352,13907,15661,14722,8249,31035,314,5308,9692,31084,56973,69501,54907,47796,35954,55306,5.7,561167,228864,2.53,2.25,323215,21417,20594,17932,22265,16322,20947,16877,15010,14186,28310,38534,42333,22529,9395,8753,7811,48321.0,824082,
42,Tennessee,2011,2829125,824727,111139,1455110,11216,55810,237399,289447,525991,414807,471386,316557,253535,136004,183999,1931708,90541,83188,86591,126101,104578,60790,58930,285188,1510,31461,41172,200148,468038,632146,547043,358391,245423,305303,5.6,4287343,1962538,2.58,2.43,2467428,237496,171242,169580,167469,155930,149513,131304,126170,112234,201882,227878,262392,151077,72015,67972,63274,41693.0,6403353,
43,Texas,2011,10099242,3298684,306275,5144371,10754,37767,1164724,1198327,1536490,1777696,1752361,1001481,864758,392763,410642,6573800,266999,197172,328347,493429,628841,371299,449747,771274,18334,179160,287377,1082726,1690104,2210393,1858803,1171483,756672,862524,5.3,16393820,8699668,2.94,2.65,8850370,707895,511139,495697,542631,483430,478657,429353,438592,379307,697898,876151,1001080,685807,368674,379364,374695,49392.0,25674681,
44,Utah,2011,993125,761814,19908,84352,1418,10522,114629,122851,180432,128028,172037,75045,81618,38899,79586,676023,60059,32809,44851,33448,48091,33017,26643,37447,737,14233,21347,63362,140218,157148,134282,125037,116118,221380,6.2,1999973,771096,3.26,2.85,884253,51026,40316,37600,46138,43785,45855,43450,45608,39959,81802,112836,121470,74401,38079,33196,28732,55869.0,2817222,
45,Vermont,2011,324385,39163,39551,10855,122786,41261,15233,22484,35946,53105,50439,27235,20323,10647,88973,216849,10479,21530,20237,14659,6497,7007,4775,22318,34,7057,12414,30378,48201,59352,56055,42186,30428,38314,5.6,445488,155614,2.43,2.11,257358,14242,15254,12576,15028,12853,13873,13314,13468,11426,21404,29675,35862,20098,10100,10415,7770,52776.0,626431,
46,Virginia,2011,3387801,1015166,130965,1544516,193983,85610,256246,306419,532042,575720,570530,391362,314147,171182,270153,2111474,356751,54372,93770,151583,194114,75251,164852,184796,838,47202,59936,234981,487548,608779,581709,445835,372108,549703,5.9,5384835,2471980,2.67,2.53,2990650,181436,131558,126992,136107,130307,137483,128931,125331,118158,233435,298791,389974,272365,169031,201441,209310,61882.0,8096604,
47,Washington,2011,2907605,933332,81173,1408123,70733,115346,257692,278953,491696,401508,488521,289510,229504,149853,320368,1841873,103517,80955,110712,139431,145161,125928,152365,201937,5726,69459,113393,270616,481481,515486,476725,366490,260873,353082,5.5,4319056,2365864,2.61,2.42,2632621,167723,124351,120262,130081,118591,137108,123249,122997,116513,216388,289824,351044,226411,138697,132363,117019,56835.0,6830038,
48,West Virginia,2011,881821,304399,33112,311821,24115,50993,49585,58578,113942,113469,155607,83171,97682,68177,141610,622230,17559,19045,27890,25648,14501,8684,13536,132352,376,10194,10530,49693,142077,194970,180111,122400,81782,90064,5.7,1339333,466649,2.52,2.29,735408,79520,59763,55809,53678,49413,42010,37508,39603,29661,56462,67727,73030,40752,20961,17250,12261,38482.0,1855364,
49,Wisconsin,2011,2634806,1484849,246414,333466,74110,107814,137677,224481,361287,258707,392427,252256,293204,158809,555958,1757502,112301,171708,100740,122246,89750,99944,80095,100260,260,42950,61960,224087,432865,551791,467248,337389,234713,281803,5.5,3962035,1598496,2.57,2.19,2275352,150367,127435,126000,135720,120417,127264,119343,116849,105189,198310,261552,294725,173775,85452,74611,58343,50395.0,5711767,
50,Wyoming,2011,265554,130525,22887,51264,1052,13459,21961,21774,31893,39208,59356,19929,28134,11290,32009,178546,9495,6292,11486,9090,5649,5549,2752,36337,358,4304,7809,21641,43983,54756,38839,32171,26580,35471,5.5,402292,152051,2.56,2.33,222539,9966,9905,10057,13090,12432,12438,11719,10723,9599,18878,24996,32726,19968,12293,7944,5805,56322.0,568158,
52,US,2011,133884207,56378019,5622544,41956429,7116190,2424082,9191234,11792517,18461127,18508276,21304299,14903385,14558299,7295136,17869934,82410109,7870609,5078278,5962747,6353923,5953209,4813460,6732774,8595932,113166,2729589,3323227,12321606,22495203,27762705,24205772,16314980,11172047,13559078,285.5,203486892,103767426,138.26000000000005,126.02999999999999,116247876,9376394,6832815,6623427,6749709,6131270,6175684,5608544,5570372,4896552,9228965,11584541,13542426,8861329,5031987,5119332,4914529,49178.0,315298609,
0,Alabama,2012,2189567,521672,134114,1157432,4516,21306,35512,359906,396185,329712,380204,261356,205087,95525,126080,1500856,37919,42162,64704,90690,73447,40202,42671,294913,2003,26353,30418,124024,327158,498409,454958,306558,199331,222358,5.7,3271939,1435230,2.58,2.49,1845169,193613,142540,121204,119583,106493,105874,100780,87190,76605,142632,174751,198192,117371,61044,55020,42277,41574.0,4822023,
1,Alaska,2012,307628,121498,4021,29529,77163,16548,3074,52004,45264,75573,75242,29477,14754,7114,5126,196351,23251,16623,18913,15892,8128,9579,4298,14242,351,17624,24158,39532,57030,55621,46583,28085,19510,19485,4.8,463551,241247,2.91,2.62,251651,9859,9950,10022,10979,9378,11367,10863,10354,9018,18717,28812,35551,26651,17181,18160,14789,67712.0,731449,
2,Arizona,2012,2871486,819061,68866,1421896,1766,45518,23915,755057,589750,533521,499535,206347,161003,53217,49141,1831680,136402,47649,97501,128044,139559,74845,108718,297196,9892,65557,100005,291891,522361,664266,518684,335526,190393,182803,5.2,3983404,2420584,2.66,2.7,2392168,189387,134388,129401,150509,132144,139168,128799,125650,107705,197970,245447,270785,180006,95372,88728,76709,47826.0,6553255,
